COD. PRODOTTO|EAN1|EAN2|EAN3|EAN4|NOME|DESCRIZIONE HTML|CATEGORIA|PERCORSO CATEGORIA|MARCA|PREZZO LISTINO|PREZZO VENDITA|DISPO|IMMAGINE|
H110M-PRO-VD|4719072421762||||MAINBOARD MSI H110M PRO-VD SKI1151 DDR4 SATAIII VGA DVI|<p><span>MSI H110M PRO-VD. Tipi di memoria supportati: DDR4-SDRAM, tipo di slot di memoria: DIMM, Canali di memoria: Doppio. Famiglia processore: Intel, Processori compatibili: Celeron, Core i3, Core i5, Core i7, Pentium, Socket processore: LGA1151. Interfacce HDD supportate: SATA. Controller LAN: Realtek RTL8111H, Tipo di interfaccia Ethernet: Gigabit. Componente per: PC, Motherboard chipset family: Intel, Chipset scheda madre: Intel H110</span></p>|MOTHERBOARD|INFORMATICA > COMPONENTISTICA > MOTHERBOARD|MSI|42|42.00|50|https://www.mooncomputer.it/imgart/A11450B4DC32BCDDA4000000000000000000000000000000.bmp|
H301XLB|3584770887308|3584770888589|6959080031982||FOR USE IN HP 301XL BK|COMPATIBILE HP 301XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|9.5|9.50|9|https://www.mooncomputer.it/imgart/A13411E2C880000000000000000000000000000000000000.bmp|
H301XLC|3584770880590|3584770888596|6959080031999||FOR USE IN HP 301XL COLORE|COMPATIBILE HP 301XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|10.8|10.80|10|https://www.mooncomputer.it/imgart/A13411E2C8C0000000000000000000000000000000000000.bmp|
H310M-PRO-M2|4719072562908|4719072587109|||MB MSI H310M PRO-M2 PLUS SKT1151 8GEN. DDR4 M.2  DVI HDMI VGA||MOTHERBOARD|INFORMATICA > COMPONENTISTICA > MOTHERBOARD|MSI|57.7|57.70|3|https://www.mooncomputer.it/imgart/A13450B4DC32BCDB52000000000000000000000000000000.bmp|
H310M-PRO-VDPLUS|4719072595852||||MB MSI H310M PRO-VD PLUS SKT1151 8GEN. DDR4 SATAIII HDMI VGA||MOTHERBOARD|INFORMATICA > COMPONENTISTICA > MOTHERBOARD|MSI|54|54.00|10|https://www.mooncomputer.it/imgart/A13450B4DC32BCDDA4C2CD73000000000000000000000000.bmp|
H310M-PRO-VH|4719072561895||||MB MSI H310M PRO-VH SKT1151 8GEN. DDR4 SATAIII HDMI VGA||MOTHERBOARD|INFORMATICA > COMPONENTISTICA > MOTHERBOARD|MSI|58|58.00|30|https://www.mooncomputer.it/imgart/A13450B4DC32BCDDA8000000000000000000000000000000.bmp|
H310M-S2V|4719331803438|4719331804404|||MB GIGABYTE H310M-S2V SKT1151 8GEN. DDR4 DVI VGA SATAIII MATX||MOTHERBOARD|INFORMATICA > COMPONENTISTICA > MOTHERBOARD|GYGABYTE|49|49.00|17|https://www.mooncomputer.it/imgart/A13450B4DCD2D80000000000000000000000000000000000.bmp|
H901XLB|3584770880965||||FOR USE IN   HP 901XL|COMPATIBILE HP 901XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|9.64|9.64|4|https://www.mooncomputer.it/imgart/A19411E2C880000000000000000000000000000000000000.bmp|
H901XLC|3584770880972||||FOR USE IN   HP 901XL|COMPATIBILE HP 901XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|12.23|12.23|4|https://www.mooncomputer.it/imgart/A19411E2C8C0000000000000000000000000000000000000.bmp|
H920XLB|3584770888121|3584770888121|||FOR USE IN HP 920XL BK|COMPATIBILE HP 920XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|2|2.00|28|https://www.mooncomputer.it/imgart/A19490E2C880000000000000000000000000000000000000.bmp|
H920XLC|3584770880552|3584770888138|||FOR USE IN HP 920XL CIANO|COMPATIBILE HP 920XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|1.5|1.50|18|https://www.mooncomputer.it/imgart/A19490E2C8C0000000000000000000000000000000000000.bmp|
H920XLM|3584770888145||||FOR USE IN HP 920XL MAGENTA|COMPATIBILE HP 920XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|1.5|1.50|20|https://www.mooncomputer.it/imgart/A19490E2CB40000000000000000000000000000000000000.bmp|
H920XLY|3584770880576|3584770888152|||FOR USE IN HP 920XL YELLOW|COMPATIBILE HP 920XL|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|1.5|1.50|20|https://www.mooncomputer.it/imgart/A19490E2CE40000000000000000000000000000000000000.bmp|
H950XL|3584770888244|3584770891794|||FOR USE IN   HP CN045|COMPATIBILE HP CN045|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|3.15|3.15|3|https://www.mooncomputer.it/imgart/A19550E2C000000000000000000000000000000000000000.bmp|
H951XLC|3584770888251|3584770888763|||FOR USE IN   HP CN046|COMPATIBILE HP CN046|INK-JET FOR USE IN|CONSUMABILI > REMAN FOR USE IN > INK-JET FOR USE IN|UPRINT|2.9|2.90|4|https://www.mooncomputer.it/imgart/A19551E2C8C0000000000000000000000000000000000000.bmp|
HA-FX39BT-WE|4975769445453||||AURICOLARE BT JVC BIANCO||CASSE,CUFFIE E MICROFONI|INFORMATICA > ACCESSORI PER INFORMATICA > CASSE,CUFFIE E MICROFONI|JVC|33|33.00|4|https://www.mooncomputer.it/imgart/A21366E13662D0DDE5000000000000000000000000000000.bmp|
HA-FX7M-A-E|4975769440212||||AURICOLARE JVC BLUE||CASSE,CUFFIE E MICROFONI|INFORMATICA > ACCESSORI PER INFORMATICA > CASSE,CUFFIE E MICROFONI|JVC|6.6|6.60|5|https://www.mooncomputer.it/imgart/A21366E17B4D84D940000000000000000000000000000000.bmp|
HDMI-002|8056459417687|8239758108573|||CAVO HDMI M/M V1.4 3MT VR10|CAVO HDMI M/M V1.4 3.0M|CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|3.03|3.03|169|https://www.mooncomputer.it/imgart/A24B69350412000000000000000000000000000000000000.bmp|
HDMI-003|8056459417694||||CAVO HDMI M/M V1.4 5MT VR10|CAVO HDMI M/M V1.4 5.0M|CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|4.13|4.13|225|https://www.mooncomputer.it/imgart/A24B69350413000000000000000000000000000000000000.bmp|
HDMI-004|8056459419704|8239758108559|||CAVO HDMI M/M V1.4 OD7.3 10MT VR10|CAVO HDMI M/M V1.4 OD7.3 10MT|CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|8.25|8.25|38|https://www.mooncomputer.it/imgart/A24B69350414000000000000000000000000000000000000.bmp|
HDMI-005|8056459416024||||CAVO HDMI M/M V1.4 OD7.3 CORE|CAVO HDMI M/M V1.4 OD7.3 CORE|CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|2.19|2.19|510|https://www.mooncomputer.it/imgart/A24B69350415000000000000000000000000000000000000.bmp|
HDMI-008|8056459419483||||CAVO HDMI MACH POWER M/M V1.4 HS ETH 26AWG 20M||CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|47.5|47.50|8|https://www.mooncomputer.it/imgart/A24B69350418000000000000000000000000000000000000.bmp|
HDMI-009|8056040381991||||CAVO MACH POWER HDMI M/M V1.4 1.5mt H.S. W.ETH||CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|2|2.00|87|https://www.mooncomputer.it/imgart/A24B69350419000000000000000000000000000000000000.bmp|
HDTB405EK3AA|4260557510001||||HD USB 3.0 2,5" TOSHIBA500GB CANVIO BASIC||HARD DISK 2,5" USB|INFORMATICA > COMPONENTISTICA > HARD DISK > HARD DISK 2,5" USB|TOSHIBA|29.7|29.70|20|https://www.mooncomputer.it/imgart/A24D22510565AD3861000000000000000000000000000000.bmp|
HDTB410EK3AA|4260557510018||||HD USB 3.0 2,5" TOSHIBA1TB CANVIO BASIC||HARD DISK 2,5" USB|INFORMATICA > COMPONENTISTICA > HARD DISK > HARD DISK 2,5" USB|TOSHIBA|35.9|35.90|129|https://www.mooncomputer.it/imgart/A24D22511425AD3861000000000000000000000000000000.bmp|
HDTB420EK3AA|4260557510025||||HD USB 3.0 2,5" TOSHIBA2TB CANVIO BASIC||HARD DISK 2,5" USB|INFORMATICA > COMPONENTISTICA > HARD DISK > HARD DISK 2,5" USB|TOSHIBA|51|51.00|39|https://www.mooncomputer.it/imgart/A24D22512425AD3861000000000000000000000000000000.bmp|
HL-L3210CW|4977766790062||||STAMPANTE BROTHER LASERA4 COLORI WIFI||STAMPANTI LASER|PER LA STAMPA > STAMPANTI LASER|BROTHER|128|128.00|19|https://www.mooncomputer.it/imgart/A2C36C4D24508F7000000000000000000000000000000000.bmp|
HL1110|4977766721417||||STAMPANTE BROTHER LASERB/N 20PPM 600DPI|<b>Stampante laser monocromatica con interfaccia USB 2.0</b><br>HL-1110 offre stampe di alta qualità in monocromatico in una macchina compatta e dal design alla moda.<br>HL-1110 infatti si colloca perfettamente sulla scrivania grazie all’ingombro minimo.<br>La velocità di stampa di 20 ppm riduce i tempi di attesa mentre l’innovativa tecnologia anti-inceppamento permette di stampare senza alcun intoppo.<br><br>- Tecnologia di stampa (A4) LASER MONO<br>- Stampa<br>- Velocità in stampa (ppm) 20<br>- USB full speed 2.0<br>- Risoluzione di stampa 2400X600<br>- Tempo di attesa prima stampa < 10 sec.<br>- Compatibilità driver di stampa (Windows, Mac, Linux, ecc.) Windows, Mac, Linux<br>- Linguaggio di stampa/emulazioni GDI<br>- Memoria installata da 1 MB<br>- Capacità cassetto carta standard 150<br>- Formati carta (A4 + altri formati) A4, Letter, Legal, Folio<br>- Pannello di controllo Led<br>- Toner: inbox/standard/alta capacità (al 5% di copertura) 700/1000<br>- Carico di lavoro mensile consigliato 250-1800<br>- Target: da "x" a "y" utenti 1<br>- Garanzia On Center<br>- Deep sleep mode: permette di portare il consumo energetico a circa 1 w.<br>- Stampa N in 1<br>- Stampa poster<br>- Stampa filigrana<br>- Garanzia On-Center.<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Velocità di stampa</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tempo di riscaldamento</font></TD><TD width="60%" height="20"><font size="2">10s</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Velocità di stampa (nero, qualità normale, A4/US Letter)</font></TD><TD width="60%" height="20"><font size="2">20 ppm</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Dimensioni e peso</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso incluso imballo</font></TD><TD width="60%" height="20"><font size="2">5,3 kg</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso</font></TD><TD width="60%" height="20"><font size="2">4,5 kg</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Profondità</font></TD><TD width="60%" height="20"><font size="2">23,8 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Altezza</font></TD><TD width="60%" height="20"><font size="2">18,9 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Altezza imballo</font></TD><TD width="60%" height="20"><font size="2">29,4 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Larghezza imballo</font></TD><TD width="60%" height="20"><font size="2">41,5 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Larghezza</font></TD><TD width="60%" height="20"><font size="2">34 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Profondità imballo</font></TD><TD width="60%" height="20"><font size="2">31,3 cm</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Capacità di input</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità di input standard</font></TD><TD width="60%" height="20"><font size="2">150 fogli</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Capacità di output</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità di output standard</font></TD><TD width="60%" height="20"><font size="2">50 fogli</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Tecnologia di stampa</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Risoluzione massima</font></TD><TD width="60%" height="20"><font size="2">2400 x 600 DPI</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Linguaggi stampante standard</font></TD><TD width="60%" height="20"><font size="2">GDI</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Numero di cartucce di stampa</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">Laser</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Stampa fronte/retro</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Ciclo de lavoro</font></TD><TD width="60%" height="20"><font size="2">250 - 1800 Pagine per mese</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Connettività</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Interfaccia standard</font></TD><TD width="60%" height="20"><font size="2">USB 1.1, USB 2.0</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità porte USB 2.0</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Memoria</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">RAM installata</font></TD><TD width="60%" height="20"><font size="2">1 MB</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Gestione energetica</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Consumi (modalità risparmio energetico)</font></TD><TD width="60%" height="20"><font size="2">0,5W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Consumi (modalità spento)</font></TD><TD width="60%" height="20"><font size="2">0,28W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Consumi (modalità stand-by)</font></TD><TD width="60%" height="20"><font size="2">40W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Consumi</font></TD><TD width="60%" height="20"><font size="2">380W</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Emissione sonora</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Livello di rumorosità in stampa</font></TD><TD width="60%" height="20"><font size="2">51 dBi</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Carta</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Dimensioni massime di stampa</font></TD><TD width="60%" height="20"><font size="2">A4 (210 x 297 mm)</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Dimensioni ISO serie-A (A0...A9)</font></TD><TD width="60%" height="20"><font size="2">A4</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipologie di carta</font></TD><TD width="60%" height="20"><font size="2">Carta normale, Carta riciclata</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Non-ISO print media sizes</font></TD><TD width="60%" height="20"><font size="2">Foglio, Legale, Lettera</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso carta comune supportato</font></TD><TD width="60%" height="20"><font size="2">65 - 105 g/m²</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Massimo formato carta serie ISO A</font></TD><TD width="60%" height="20"><font size="2">A4</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Networking</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Rete pronta</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Collegamento ethernet LAN</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Wi-Fi</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa mobile</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Certificati di sicurezza</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Certificazione Energy Star</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Design</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Indicatore (LED) alimentazione</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">LED Stand-by</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore del prodotto</font></TD><TD width="60%" height="20"><font size="2">Nero, Bianco</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Prestazione</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Frequenza del processore</font></TD><TD width="60%" height="20"><font size="2">200 MHz</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Sistema operativo Windows supportato</font></TD><TD width="60%" height="20"><font size="2">Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Compatibilità sistema operativo Mac</font></TD><TD width="60%" height="20"><font size="2">Mac OS X 10.6 Snow Leopard, Mac OS X 10.7 Lion, Mac OS X 10.8 Mountain Lion</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Sistema operativo Linux supportato</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Sistemi operativi server supportati</font></TD><TD width="60%" height="20"><font size="2">Windows Server 2003, Windows Server 2003 R2, Windows Server 2008, Windows Server 2008 R2</font></TD></TR></TBODY></TABLE><BR>|STAMPANTI LASER|PER LA STAMPA > STAMPANTI LASER|BROTHER|56|56.00|20|https://www.mooncomputer.it/imgart/A2C451450000000000000000000000000000000000000000.bmp|
HR03DX2400|5000394045118|5000394203822|||DURACELL RECHARGEABLE HR03 AAA MINISTILO 850MAH 4PZ.|DURACELL MICRO HR03 AAA4 4PZ.|PILE / BATTERIE / ACCESSORI|UTILITA' > PILE / BATTERIE / ACCESSORI|DURACELL|6.8|6.80|35|https://www.mooncomputer.it/imgart/A32413938494410000000000000000000000000000000000.bmp|
HS102A|8056459414884||||HDMI SPLITTER 1I N/2OUTV1.4|HDMI SPLITTER 1I N/2OUT V1.4|CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|31.52|31.52|3|https://www.mooncomputer.it/imgart/A334504A1000000000000000000000000000000000000000.bmp|
HS104A|8056459414891||||HDMI SPLITTER 1I N/4OUTV1.4|HDMI SPLITTER 1I N/4OUT V1.4|CAVETTERIA ED RELATIVI ADATTATORI|INFORMATICA > ACCESSORI PER INFORMATICA > CAVETTERIA ED RELATIVI ADATTATORI|MACH POWER|36.3|36.30|5|https://www.mooncomputer.it/imgart/A33450521000000000000000000000000000000000000000.bmp|
HTK002|4719512002940|4719512002940|4897005721056||PASTA TERMICA A BASE METALLICA COOLER MASTER|PASTA TERMICA A BASE METALLICA|PASTA TERMCODUTTIVA|INFORMATICA > COMPONENTISTICA > ACCESSORI PER COMPONENTISTICA > PASTA TERMCODUTTIVA|COOLERMASTER|1.96|1.96|60|https://www.mooncomputer.it/imgart/A34AD0412000000000000000000000000000000000000000.bmp|
HUB7P|8099990010207||||TECHMADE HUB USB 7 PORTE|TECHMADE HUB USB 7 PORTE|HUB, ACCESSORI ED ADATTATORI|INFORMATICA > COMPONENTISTICA > HUB, ACCESSORI ED ADATTATORI|TECHMADE|8.26|8.26|29|https://www.mooncomputer.it/imgart/A35897C00000000000000000000000000000000000000000.bmp|
HW-059200EHQ|6901443115310||||CARICABATTERIE HUAWEI 9V/5V 2A CON CAVO MICRO USB 1MT||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|HUAWEI|6.6|6.60|8|https://www.mooncomputer.it/imgart/A37350559490425A31000000000000000000000000000000.bmp|
HWAP20LTBK|0000000000011||||LCD DISPLAY PER HUAWEI P20 LITE CON TOUCH E FRAME NERO||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|18.5|18.50|4|https://www.mooncomputer.it/imgart/A37870490B348AB000000000000000000000000000000000.bmp|
HX-M101TCB|7636490041488|7636490078460|||HARD DISK ESTERNO MAXTOR 1TB 2.5" USB 3.0|<p><span>Samsung STSHX-M101TCB. Capacità hard disk: 1000 GB, Interfaccia hard disk: USB 3.0. Velocità di trasferimento dati: 5000 Mbit/s, Velocità di trasferimento dati USB: 5000 Mbit/s. Colore del prodotto: Nero. Larghezza: 8,2 cm, Profondità: 11,2 cm, Altezza: 1,96 cm. Cavi inclusi: USB, Dimensioni imballo (LxPxA): 137 x 185 x 38,5 mm, Peso incluso imballo: 297 g</span></p>|HARD DISK 2,5" USB|INFORMATICA > COMPONENTISTICA > HARD DISK > HARD DISK 2,5" USB|SAMSUNG|35.5|35.50|134|https://www.mooncomputer.it/imgart/A3836D4504748E2000000000000000000000000000000000.bmp|
HX-M201TCB|7636490078477||||HDD MAXTOR 2TB 2,5" USB3.0|<p><span>Samsung M3 Portable. Capacità hard disk: 2000 GB, Dimensione hard disk: 2.5", Interfaccia hard disk: USB 3.0 (3.1 Gen 1) Type-A. Tecnologia di connessione: Cablato, Versione USB: 3.0 (3.1 Gen 1), Velocità di trasferimento dati USB: 480 Mbit/s. Colore del prodotto: Nero. Larghezza: 82 mm, Profondità: 112 mm, Altezza: 17,5 mm. Cavi inclusi: USB</span></p>|HARD DISK 2,5" USB|INFORMATICA > COMPONENTISTICA > HARD DISK > HARD DISK 2,5" USB|SEAGATE|49.9|49.90|86|https://www.mooncomputer.it/imgart/A3836D4904748E2000000000000000000000000000000000.bmp|
IP5BLCDCOM|0000000000018||||LCD DIGITIZER X IPHONE 5+SENSOR RING+EAR MESH+CAM.RING BLACK||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|10.5|10.50|11|https://www.mooncomputer.it/imgart/A70562B23923BED000000000000000000000000000000000.bmp|
IP5SBLCDCOM|0000000000019||||LCD DIGITIZER X IPHONE 5S+SENSOR RING+EAR MESH+CAM.RING BLACK||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|10.2|10.20|15|https://www.mooncomputer.it/imgart/A705738AC8E48EFB40000000000000000000000000000000.bmp|
IP5WLCDCOM|0000000000020||||LCD DIGITIZER X IPHONE 5+SENSOR RING+EAR MESH+CAM.RING WHITE||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|11.5|11.50|24|https://www.mooncomputer.it/imgart/A70577B23923BED000000000000000000000000000000000.bmp|
IP6BLCDCOM|0000000000021||||LCD DIGITIZER X IPHONE 6+SENSOR RING+EAR MESH+CAM.RING BLACK||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|13.6|13.60|40|https://www.mooncomputer.it/imgart/A705A2B23923BED000000000000000000000000000000000.bmp|
IP6SPBLCDCOM|0000000000024||||LCD DIGITIZER X IPHONE 6S PLUS+SENSOR RING+EAR MESH+CAM.RING BK||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|23.3|23.30|6|https://www.mooncomputer.it/imgart/A705B3C22B23923BED000000000000000000000000000000.bmp|
IP6SWLCDCOM|0000000000026||||LCD DIGITIZER X IPHONE 6S+SENSOR RING+EAR MESH+CAM.RING WHITE||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|18.8|18.80|29|https://www.mooncomputer.it/imgart/A705B3DEC8E48EFB40000000000000000000000000000000.bmp|
IP6WLCDCOM|0000000000027||||LCD DIGITIZER X IPHONE 6+SENSOR RING+EAR MESH+CAM.RING WHITE||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|14|14.00|60|https://www.mooncomputer.it/imgart/A705B7B23923BED000000000000000000000000000000000.bmp|
IP7BLCDCOM|0000000000028||||LCD DIGITIZER X IPHONE 7+SENSOR RING+EAR MESH+CAM.RING BLACK||DISPLAY & RICAMBI TELEFONIA|TELEFONIA > DISPLAY & RICAMBI TELEFONIA|PRODOTTI OEM|19.7|19.70|50|https://www.mooncomputer.it/imgart/A705E2B23923BED000000000000000000000000000000000.bmp|
